,Id,Score,ViewCount,Body,Title,AnswerCount,CommentCount,AcceptedAnswerId,OwnerUserId,CreationDate,Tags,ClosedDate,label,length
215,30062,67,60370,"what is the difference between \vspace{-1em} and \vskip -1em, for example? i guess the first is latex, and the latter is tex. when is the proper time to use one and not the other, and why?",\vspace vs. \vskip,3,2,30065.0,467.0,2010-06-10 14:42:50,<macros><spacing><tex-core>,,1,226
216,30619,58,40751,"what is the best or most popular symbol for  has_external_tag /matrix transpose? i have used simply ^t, for example $c^t x$. i think it is ugly, mainly because it is a little too big compared with  has_external_tag  variables usually denoted by lower-case  has_external_tag . can you suggest a better one?",What is the best symbol for vector/matrix transpose?,10,11,30632.0,3874.0,2011-10-05 22:11:51,<math-mode><symbols>,,1,312
217,31091,145,23832,"i have a definition \newcommand{\arnold}{arnold schwarzenegger} when i refer to it by \arnold is a it is rendered as arnold schwarzeneggeris a in order to have a space in front of ""is"" i would need to  has_external_tag  \arnold\ is a is there another and shorter way?",Space after LaTeX commands,3,2,31094.0,7576.0,2009-02-04 18:47:18,<macros><spacing><xspace>,,1,517
218,31103,93,4838,"i'm starting a phd and am being overwhelmed with the different possible ways people do things, and how they very rarely mix. i'm (obviously) sold on texing it, and have a  has_external_tag  background i intend on continuing, and am using  has_external_tag  for  has_external_tag  tracking. can anyone suggest/recommend a 'system' guide for managing a  has_external_tag -size work in tex including citing/referencing/bibliography, images and  has_external_tag  etc? another nice aid would be a way of integrating a project diary in the same system, but i'm open to experienced ideas about that. i used tex for my meng  has_external_tag  but i'll admit that at the end it was barely holding together with the equivalent of duct-tape and love, would like to start off this with a bit more contributed-wisdom. either way, unless the guide you recommend has already done an exemplary job, i plan on writing up my own 'guide' to hopefully help someone else down the line.",Starting a PhD; Any guides to setting up a 'system'?,9,4,31119.0,4182.0,2011-10-10 10:28:15,<graphics><bibliographies><cross-referencing><thesis>,,1,1048
219,31672,64,63879,"how do you guys go about controlling column padding in  has_external_tag ? update to clar has_external_tag y, i'm looking for a way to control both vertical and horizontal padding. so,  has_external_tag  i had a simple table like in the following  has_attached_tag  snippet, i could pad the  has_external_tag  and make them look a bit less... ugly. :p \begin{tabular}{|l|l|} \hline column 1 & column 2 \\ \hline i really would like this less & crammed\\ \hline \end{tabular} i tried this by using the command \vspace but it leaves gaps in the vertical lines.",Column and row padding in tables,6,3,31681.0,8615.0,2011-10-15 18:58:19,<tables><spacing><columns>,,1,657
220,32711,98,31788,"i have been trying to find a way to easily drop a nice horizontal rule into a latex document. \hline just makes a line across the page. it would seem that some package must provide something that is maybe half a page wide, with little bedknobs on the ends or something to act as a nice section marker for  has_external_tag . any ideas? or am i boned, and need to come up with my own macro to create such a beast?",Totally sweet horizontal rules in LaTeX,14,9,,7538.0,2009-02-06 16:21:39,<rules><decorations>,,1,448
221,32911,61,13135,"nowadays many job applications are sent in digital form as  has_external_tag . we use of course latex to create such. usually you add a cover letter to your cv and credentials.  has_external_tag  you sent this as print-out by classic mail you sign this letter (at least in germany), but what (and how) do you do for an  has_external_tag  application? i would say either: leave it empty add your name in the usual font as normal text add your real signature as scanned image add your name in a special font so that it look more like a signature (but you can still see that it isn't a real one) i'm planning to go with the last method and i'm looking for suitable  has_external_tag  for it which i can use with  has_external_tag latex (xelatex and lualatex  has_external_tag  are fine too, but will be taken as non-competitive). i would also be happy to get some style guidelines  has_external_tag  i should not got with an other method (with a rationale to avoid  has_external_tag  opinions). i already had a look at good style of creating a signature all within latex which is similar but still too d has_external_tag ferent. i don't need or want any rule and the shown font in the accepted answer are looking too real.",Adding a signature on an online job application,5,5,32940.0,2975.0,2011-10-27 18:14:48,<fonts><pdftex><letters>,,1,1363
222,33219,63,27690,"on meta, i've found the disscussion {quotation} and {quote}, but it doesn't answer my question. when should i use the environment quote? when quotation?",What's the difference between the environments quote and quotation?,3,2,33220.0,8964.0,2011-10-31 12:04:53,<environments><quoting>,,1,288
223,33607,67,19288,"i find myself needing to draw lots of elegantly curved  has_external_tag  in tikz. ideally, i'd just spec has_external_tag y a series of points, and tikz would calculate the extra data itself to draw a nice series of curves passing smoothly through these points, perhaps with an optional ""looseness"" parameter that i could spec has_external_tag y. but the only way i can find to draw nice curves is by explicitly giving control points, or by manually spec has_external_tag ying in and out  has_external_tag s. i can think up a simple algorithm to do this, which would certainly be within tikz's power to perform: just choose the in and out  has_external_tag s in a simple fashion based on the relative  has_external_tag s between each adjacent pair of line segments. is something like this already built-in? or can someone cook something up that does the job? edit: jake has provided an answer using the  has_external_tag  [smooth] functionality. this is almost perfect! but it can't do what i need, because it doesn't let me spec has_external_tag y tangent  has_external_tag s manually where needed, which is especially important at the beginning and end of the curve. i would have thought this would be a natural and straightforward addition to the existing  has_external_tag  [smooth] algorithm: for every coordinate, an optional  has_external_tag  should be able to be spec has_external_tag ied as an argument, which  has_external_tag  supplied is treated as the tangent  has_external_tag  for the curve at that point. and while we're at it, it wouldn't hurt to also allow the tension to be mod has_external_tag ied along the path. a  has_external_tag  extension to the algorithm would just accept two optional  has_external_tag , for the curve tangent at the beginning and end.",Easy curves in TikZ,2,5,33610.0,5566.0,2011-11-03 23:17:16,<tikz-pgf>,,1,1651
224,34301,54,4557,"latex is wonderful for writing mathematical papers, but while the  has_external_tag  is perfectly typeset it is not visually very exciting. and although it may just be ""familiarity breeds contempt"", i am basically fed up of the cmr  has_external_tag . i want to  has_external_tag  some course  has_external_tag  that don't look like a dry mathematical paper, but rather have a bit of additional ""pizzazz"" to relieve the visual monotony for the students, and to provide subtle visual assistance in navigating the  has_external_tag . it's not that i want the course  has_external_tag  to look like a 1000-page calculus text or a "".. for dummies"" book where the entire book is a mass of cute little icons, call-outs,  has_external_tag , marginal  has_external_tag , cartoons etc, but just something that gives some attractive chapter and section headings, a few distinct ways to frame material that is either background, or advanced or otherwise to be separated from the main flow. i've searched a bit and the most promising thing to explore further that i have come across so far is a package called "" has_external_tag "". does anyone else have any recommendations?",How to add some visual style and pizzazz to course notes?,7,6,34310.0,9192.0,2011-11-10 03:25:50,<packages><formatting><typography>,,1,1130
225,34482,114,13025,"submission deadline and voting are over, thank you for participating! results academic gonzalo medina – 31 andy – 19 cmhughes – 11 mbork – 6 other yiannis lazarides – 38 szantaii – 20 ant – 15 paulo cereda – 14 count zero – 13 aditya – 12 andrew stacey – 9 max lambertini – 7 the votes were counted at the end of the one week voting period, nov. 25, 2011 14:00 utc. congratulations to gonzalo and yiannis! and a big thank you to the twelve submitters, the high number of votes and views shows that the community took great interest in your work. as for the prizes, i think we're still waiting to hear back from  has_external_tag  exchange, so you'll have to be patient, sorry :(. and here's the contest post itself: what's going on? tex.sx turned one on november 11, 2011. this contest is part of our celebrations. this question doesn't meet the normal question form requirements on this site, but it is considered an exception, and was approved of on meta. what's the task? show off the knowledge in tex & friends that you've gathered over the time.  has_external_tag  things that a more-or-less everyday document can benefit from. final number of submissions: 12 any conditions my document has to fulfill? form limit your document to a few pages, maximally three or four. additional pages for a title page, table of contents, an index etc. are allowed. all common formats (latex, plain tex,  has_external_tag ) and engines ( has_external_tag ,  has_external_tag ,  has_external_tag ) are allowed. however, the ""ingredients"" are limited to things provided on  has_external_tag  or otherwise easily publicly and freely available, so that everybody can reproduce and compile the document. the  has_external_tag  must be  has_external_tag d and you agree that other users can reuse your  has_external_tag . annotate your  has_external_tag  extensively, so that non-expert users can understand which package and which hack does what. contents your document should mainly be text, but content doesn't matter -- feel free to show the most beaut has_external_tag ul lorem ipsum ever. reuse of something you have already written earlier is fine as well. academic paper-like submissions are as welcome as cooking recipes, role-playing game sheets, cvs or anything text-based that can be produced with tex & friends. [see ""update""]  has_external_tag  whatever visual stimuli you can think of, e.g. figures,  has_external_tag , margin  has_external_tag , background pictures, drop caps / initials — but in the end, it has to look good, not cluttered. make it typographically, aesthetically and perhaps even funwise maximally appealing. how do i participate? post your submission, in an answer to this question and delete it immediately — in consequence, it won't be publicly visible, but the site moderators can restore it later. when you add a new answer, please edit the question to update the current number of submissions.  has_external_tag  1) screenshots of your  has_external_tag , 2) the full compilable  has_external_tag , and 3)  has_external_tag  to any additional material that needs to be downloaded. spec has_external_tag y  has_external_tag  a particular compiler or  has_external_tag  sequence is required. this question will be locked on nov. 18, 14:00h utc, so that no more  has_external_tag  can be added. then all  has_external_tag  will be undeleted and voting starts. prizes? yes, there will most likely be prizes, but it hasn't been decided yet which in particular, see which prizes for contests?. besides that, chances are you enjoy tex & friends at any rate, there are the usual answer badges to win (no reputation though), and the community can benefit from contributions enormously! who determines the winner; who votes? you do! once the submissions are visible, you can vote for all submissions that you want to support. thus, each tex.sx user has as many votes as there are submissions, but each submission can only get one vote from each user. downvoting is possible but, but strongly discouraged.  has_external_tag  you feel you have to downvote, please explain why in a comment (e.g.  has_external_tag  a document is in  has_external_tag  instead of tex or one of its friends). you can determine what you consider a good contribution, things to consider are: are above conditions met? is the submissions useful for other users of tex & friends? is the  has_external_tag  comprehensibly annotated? do you enjoy the submission? voting ends after a week, i'll try to note down the vote counts nov. 25 around 14h utc, these will determine the winner, regardless of votes cast afterwards. a note to high rep users you might be able to see the temporarily deleted submissions. you've proven trustworthy to the community in the past, so just pretend you couldn't see them. please lock the question on nov. 18, 14:00h utc and undelete the  has_external_tag . rollback any edits to the contributions after this deadline. any help in overseeing this contest is highly appreciated. update (per meta) there is a limit of three submissions per user. there are two categories: academic and other. please indicate to which one your submission belongs. the result of the voting will be split into these categories. none of this is in any way legally binding. tex.sx and i reserve the right to change all conditions of this contest at any point as it seems reasonable to us. (we don't plan to, though.)",Contest: Show Off Your Skillz in TeX & Friends [TeX.sx birthday],12,3,,4012.0,2011-11-11 14:05:38,<typography><decorations><fun>,,1,7748
226,34604,101,40802,how do i enter  has_external_tag   has_external_tag  in latex? what  has_external_tag  do i need to install and what escape sequence do i type to specify  has_external_tag   has_external_tag  in an ascii  has_external_tag  file?,Entering Unicode characters in LaTeX,8,7,34607.0,334.0,2008-10-20 20:48:25,<unicode>,,1,181
227,34830,55,11599,"i have gotten into the habit of using \ensuremath around math components in every macro that i define, so that i can use the same macro inside and outside of math mode. but egreg's  has_external_tag  in \declaremathoperator won't take arguments has me thinking that perhaps i should not be doing this all the time: it's not a good idea, in my opinion, to add \ensuremath; why should it be? disclaimer: this is part of my \ensuremath-only-when-really-needed campaign. :) - egreg a related comment in force line break inside a \lim argument in  has_external_tag  environment: why \ensuremath? wouldn't $\scriptstyle#1$ be easier to read? - egreg in this case it was required to use math mode as we were within a \makebox (i.e., text mode). so, out of habit i used \ensuremath but egreg was right that in this case using $...$ would have worked just as well and was certainly easier to read. but, even in this case i still prefer to use \ensuremath so that it is more obvious that this can be used in math and text mode without having to think about \makebox being in text mode. so, is there really any harm in always using \ensuremath, at least for any of my personal  has_external_tag ? i realize that there is a slight extra overhead in processing, but is there something else to consider?  has_external_tag  there are other considerations when they  has_external_tag  are coming  has_external_tag  that are intended for general purpose use, i would be interested in those as well. the most obvious one is that we may want to make sure that the user of the macro knows that this macro requires math mode, so require them to only use the macro in math mode. since this references egreg's campaign, i felt i should  has_external_tag  a  has_external_tag  for new users as per my  has_external_tag -as-often-as-possible campaign: \documentclass{ has_external_tag } \newcommand{\functionf}{\ensuremath{x^2}}% \begin{document} text mode: \functionf math mode: $g(x) = x^3 - \functionf$ \end{document}",When not to use \ensuremath for math macro?,4,3,34837.0,4301.0,2011-11-14 18:06:46,<math-mode><macros><best-practices>,,1,2806
228,35039,57,1284,"tex's macro processor does its work in a process called  has_external_tag . for an  has_external_tag  stream of tokens, the macro processor repeatedly expands them until non-expandable tokens remain. the resulting stream of non-expandable tokens is passed to the tex's execution processor. the process of  has_external_tag  can be viewed as calling a function that expands to its result.  has_external_tag  absorb their arguments from the  has_external_tag  stream and expand to their replacement text, with arguments in-place. other types of tokens can be expanded d has_external_tag ferently: for example,  has_external_tag  test their arguments (possibly expanding them, too) and skip the branch for which the condition is false. but there are also non-trivial tokens that are not expandable: most notably, \def and (not actually a token, but see below) register assignments. this means that they can't be used in a macro to obtain a result through  has_external_tag : they will be just passed through untouched. for example, \edef\test{\def\a{x}\a} will fail with ! undefined control sequence., because \def was not expanded and then \a was examined, which proved to be undefined. likewise, \newcount\count \edef\test{\count=1} \showthe\count will show 0, not 1, because, again, none of \count=1 were expandable. one can imagine a system where such operations are expandable. more precisely, expanding \def would absorb a control sequence name, parameter text and replacement text from the  has_external_tag  stream, define the new macro and expand to nothing. similarly, an operation named \assign would read a register name and a value from the  has_external_tag , do the assignment and expand to nothing. this can be also extended to \let, \advance etc. thus the above  has_external_tag  would now behave d has_external_tag ferently: in the first \edef, \def would read in \a{x}, define \a and expand to empty text. after this  has_external_tag  the token list would contain \a, which would then expand to x. in the second example (let it be \edef\test{\assign\count1} now) \assign would set \count to 1, and expand to nothing. in the result \test would be defined to be empty, but the value of \count would have been altered. this new system would allow to achieve some things in a more straightward manner. for example, the problem of defining a macro expanding to n asterisks could now be solved with \newcount\c \def\asterisks#1{% \assign\c0 \loop\ has_external_tag num\c<#1 *% \advance\c by 1 \repeat} , because (see the definitions of \loop and \iterate) \def, \let and assignments are now expandable. another substantial consequence would be that many more things could be done in  has_external_tag  whose result is passed as an argument to another macro. observe how  has_external_tag 's \numexpr and friends are already a considerable step in this direction. the question is: why doesn't tex implement such an approach, leaving instead some important operations non-expandable? what are the shortcomings of this approach and the advantages of tex's implementation? one possible reason might be that  has_external_tag  wanted  has_external_tag  to act as pure functions, incapable of changing the  has_external_tag  they are being expanded in. a similar hint can be found in the texbook on the matter: the  has_external_tag  of expandable tokens takes place in tex's ""mouth,"" but primitive commands (including assignments) are done in tex's ""stomach."" one important consequence of this structure is that it is impossible to redefine a control sequence or to advance a register while tex is expanding the token list of, say, a \message or \ has_external_tag  command; assignment operations are done only when tex is building a vertical or horizontal or math list. another reason might be that nested and/or recursive macro calls could interfere with each other  has_external_tag  they had  has_external_tag  access to ""external"" data available to them. note: the question is not about what is permitted and what is not by the architecture of tex, but about why such architecture was designed in the first place.",Why isn't everything expandable?,3,3,35188.0,3104.0,2011-11-16 11:17:56,<macros><tex-core><expansion>,,1,4904
229,35481,62,31874,"i have the following latex  has_external_tag : \documentclass{ has_external_tag } \begin{document} \begin{ has_external_tag } \item[foo] bar \item[baz] bang \end{ has_external_tag } \end{document} and it produces the following  has_external_tag : i want the definition of the item (in this case the ""bar"" and the ""bang"") to be on a separate line from the item (eg the ""foo"" and the ""baz""). however this is part of a system that autogenerates documention, so i can't change the  has_external_tag   has_external_tag . i can put style things in the header of each documention, so i need some sort of latex command that will make all definition list (in latex speak, a ""descripition list"") go onto a new line.",Description list - How to put the definition on a new line?,5,0,35484.0,,2009-10-14 10:46:41,<lists><line-breaking><description>,,1,878
230,35825,143,6388,"i would like to know  has_external_tag  it's possible to have a table of contents looking like the following, where the number of the page is the big number on the left. the sections could look like in the following ""uggly-font-formatted"" example.  has_external_tag  someone has a better idea for the sections and subsections...",Pretty Table of Contents,4,2,35835.0,6880.0,2011-11-22 22:34:53,<table-of-contents><formatting>,,1,481
231,35977,101,123610,"i'm using  has_external_tag  for my bibliography in latex. i have some url's i need to cite in the paper. how do i add  has_external_tag  into the .bib file? a typical section in my .bib file looks like this: @conference{eigenfacepaper, title={{face recognition using eigenfaces}}, author={turk, m. and pentland, a.}, booktitle={proc. ieee conf. on computer vision and  has_external_tag  recognition}, volume={591}, year={1991} } i tried some misc sections in  has_external_tag  but they don't show up in my document.",How to add a URL to a LaTeX bibtex file?,6,1,35981.0,9558.0,2009-09-15 05:17:21,<urls><bibtex>,,1,636
232,36295,66,5198,"inspired by my earlier question theorem  has_external_tag : which to use, which conflict?, here is another similar question. there are many different  has_external_tag  for making cross references. among them  has_external_tag ,  has_external_tag ,  has_external_tag , theoremref, nameref… the  has_external_tag  package defines its own  has_external_tag  command for theorems… which collection of  has_external_tag  provides which kind of functionality, and which  has_external_tag  cause conflicts with each other?","Cross-reference packages: which to use, which conflict?",3,1,36312.0,215.0,2011-11-27 10:39:28,<packages><cross-referencing><incompatibility>,,1,919
233,36480,65,2718,"exemplar case i often have situations in which i must quickly  has_external_tag  and print a  has_external_tag , within a short time. some features of tex allow me to work quickly. for example, with  has_external_tag , i can quickly add a  has_external_tag  to an  has_external_tag . issue however, some features of tex seem to make the work inefficient. for e.g.: it can be difficult to make a tabular  has_external_tag  onto one page. some problems are more serious, such as the  has_external_tag . one misplaced & or } and the whole document fails to compile. what  has_external_tag , supporting software, or tricks have saved you time? what  has_external_tag , settings, or work-flow process can help ensure that documents will always compile?",Reducing the time it takes to write a document,12,0,36506.0,8918.0,2011-11-29 08:05:56,<packages><workflow>,,1,810
234,36894,55,1600,"i'm very well aware that it is considered best practice not to use underlining other than on typewriters and in handwriting. but sometimes it is needed nonetheless. in my opinion the typographically least offending way to underline in print is to leave out the descenders. this is also how i learned to do it in handwriting. very few  has_external_tag  offer a pre-made underlined variant, but some text-processors (e.g. os x text-engine) do -- depending on the font used -- an acceptable job at emulating this effect: how would i tweak any of the existing ways/packages for underlining to do the same? as a bonus, i'd like to be able to tweak the behaviour (extent of the omitted part, apply to which  has_external_tag ) per font and text style, preferably working with xelatex.",underline omitting the descenders,4,0,36947.0,6819.0,2011-12-02 13:08:38,<formatting><typography><text-decorations>,,1,921
235,36988,77,23878,"what are the main differences between the book,  has_external_tag , and  has_external_tag  document classes? i am interested in the following: visual differences in the final document; differences in the way the document must be coded; differences between the standard classes and their  has_external_tag  equivalents; and any other significant differences.","Regarding the `book`, `report`, and `article` document classes: what are the main differences?",1,1,36989.0,4278.0,2011-12-03 15:17:55,<koma-script><document-classes><article><report>,,1,484
236,37366,66,1323,"not sure  has_external_tag  this question belongs here, on the main site, or not on tex.sx at all. let me know  has_external_tag  it belongs somewhere else. i have recently made some leaps in my knowledge of latex, in particular its  has_attached_tag . i am very impressed by projects like  has_external_tag  and tikz, so i really wonder: how do package authors find the time? it appears many are in academia. being in academia myself, i know how time-pressured it can be. when  has_external_tag  wrote his computer  has_external_tag  book, he got side-tracked and developed tex for many years. on a smaller scale, there appears to be years of time in some. do authors receive spec has_external_tag ic grants for package development, or do they really work crazy hours in evenings and weekends (where other academics would spend time on their science)?",How do package authors find the time?,5,4,37419.0,8141.0,2011-12-06 21:10:23,<package-writing><latex-project>,,1,825
237,38674,54,4548,"i wanted to know  has_external_tag  someone could point me to a reference where i could learn more about the \the command. searching for ""the"" has been, without surprise, entirely unproductive. even consulting ""comprehensive"" latex command/macro  has_external_tag  has been unfruitful. this  has_external_tag  is the only treatment of the subject that i could find, but it was not very informative.",The \the command,2,3,38680.0,10127.0,2011-12-18 10:07:09,<macros>,,1,453
238,39017,224,45414,how to influence the position of float  has_external_tag  like figure and table in latex? this is a general question and should collect useful  has_external_tag  for all users. i hope we can use this as a reference,How to influence the position of float environments like figure and table in LaTeX?,2,4,39020.0,5239.0,2011-12-21 12:53:12,<floats><positioning>,,1,254
239,39149,158,22531,"i would like to use tikz for drawing a christmas tree. here's a start, i used the lindenmayersystems library for drawing a tree: \documentclass{ has_external_tag } \usepackage{tikz} \usetikzlibrary{lindenmayersystems} \begin{document} \begin{ has_external_tag } \draw [color=green!50!black, l-system={rule set={s -> [+++g][---g]ts, g -> +h[-g]l, h -> -g[+h]l, t -> tl, l -> [-fff][+fff]f}, step=4pt, angle=18, axiom=+++++slfff, order=11}] lindenmayer system -- cycle; \end{ has_external_tag } \end{document} i found the tree in ""the science of fractal images"" by peitgen and saupe. who can help to decorate it? or to draw another tree with christmas  has_external_tag , such as tinsel garland (lametta), candles, baubles (christmas balls), a tree topper? perhaps add a  has_external_tag  to the green? for celebrating christmas, i would like to put the tree on our  has_external_tag , and on the tikz example gallery.","How can we draw a Christmas tree with decorations, using TikZ?",12,4,39211.0,213.0,2011-12-22 22:04:22,<tikz-pgf><trees><fun>,,1,1189
240,39296,89,8414,"i am working on a project that will have some  has_external_tag   has_external_tag , perhaps using tikz (or a similar package). all of the  has_external_tag  consists of lines, in shades of gray. however, the lines from tikz appear too clean. is there any way to make the lines appear as  has_external_tag  they were produced by a graphite pencil?",Simulating hand-drawn lines,8,1,49961.0,8918.0,2011-12-25 12:32:20,<tikz-pgf><diagrams><pstricks><context><metapost>,,1,353
241,39380,71,11033,"what exactly do \csname and \endcsname do? what are their job? i have glanced at the texbook and some other  has_external_tag , but none of them was clear enough to me. can anyone please give a simple example to clarify this issue?",What exactly do \csname and \endcsname do?,5,1,39382.0,885.0,2011-12-26 22:04:07,<macros><tex-core>,,1,272
242,39485,81,7042,"soon we can celebrate the new year. how can we use tikz for drawing fireworks? for example like this, photographed by kurume-shimin, found on wikipedia: click on image search for getting further impressions. on the wikipedia page you can see further effects, just click the image. i would like to post a nice drawing on our  has_external_tag  for celebrating new year, and as addition to the tikz example gallery on this occasion.",How can we display fireworks?,5,0,39502.0,213.0,2011-12-28 15:10:50,<tikz-pgf><fun>,,1,831
243,39577,55,5502,"i want to compare tikz and  has_external_tag  for their abilities in 2d &  has_external_tag  functional  has_external_tag  and other general purpose, simple drawings. what are the strong aspects of tikz over  has_external_tag ?",What are the relative strengths of TikZ and Asymptote?,5,2,39585.0,19356.0,2011-12-29 16:03:10,<tikz-pgf><asymptote>,,1,213
244,40159,81,4174,"i would like to draw something similar to this (not exactly): using tikz. ideally i would be able to set the  has_external_tag  by variables and rejoin two flows into one again. is there a good way to do this? since this will be my first tikz diagram i am looking for pointers how to generally approach this problem, not for a complete solution, so that i can read the  has_external_tag  effectively. how would i branch of a (variable) portion of a rectangle? how would i rejoin such portions into one again? partial solution: \documentclass{ has_external_tag } \usepackage{tikz} \begin{document} \begin{ has_external_tag }[scale=.5] \draw[very thick] (1,0) -- (4,-1) -- (7,0) -- (7,-4) to [out=-90,in=180] (8,-5) -- (23,-5) -- (24,-6.5) -- (23,-8) -- (20,-8) to [out=180,in=0] (15,-10) -- (15,-10) (14,-10) -- (10,-10) to [out=0, in=90] (14,-14) -- (14,-8) to [out=90,in=0] (13,-7) -- (11,-7); \draw[very thick] (15,-7) to [out=0,in=180] (20,-6) -- (11,-6) -- (13,-6) to [out=0,in=90] (15,-8) to (15,-20) -- (13.5,-21) -- (12,-20) to (12,-14) to [out=90,in=0] (11,-13) -- (5,-13) to [out=180,in=-90] (1,-9) to (1,0); \draw[very thick] (4,-4) to [out=-90, in=180] (8,-8) -- (14,-8) (15,-8) -- (16,-8) to [out=0,in=180] (20,-7) to [out=180, in=0] (15,-9) (14,-9) -- (6,-9) to [out=180,in=-90] (4,-7) -- (4,-4); \draw[very thick] (2,-6) to (2,-7) to [out=-90,in=180] (6,-11) -- (10,-11) to [out=0,in=90] (13,-14) -- (13,-14) to [out=90,in=0] (11,-12) -- (5,-12) to [out=180,in=-90] (2,-9) -- (2,-7); \end{ has_external_tag } \end{document} gives: but this is all hard has_external_tag d. i would ideally want to have the  has_external_tag  of the flows variable (without needing to recalculate all the points by hand) syntax-wise i could imagine something like this: \stream[ has_external_tag =x,direction=down] (initial_amount) \redirect[initialamount,x\%][from=rightedge][to=right] (choide_a) \redirect[choicea,y\%][from=middle,rejoinrest=true][to=down] (choice_c) \redirect[initial_amount,g\%][from=right][to=right] (choice_d) %i.e. that what's left of it after redirecting choice_a \redirect[choid_d,h\%][from=left][to=down] (choice_e) %left in the sense that it the left side turned by 90  has_external_tag  \join[initial_amount][choice_d][choice_c] \join[choice_a][choice_e] points i'm thinking about streams have a flow direction, but tikz should be allowed to shift it (a right turn followed by a left turn or vice versa) for example when joining streams. layering should probably be so that first == lowest layer and whatever comes after should just pile on it straight portions, or shifting are adaptable in length/shift amount to whatever the  has_external_tag  needs. update: the following has a portion branching off to the right (\def'd by \choicea) \documentclass{ has_external_tag } \usepackage{tikz} \begin{document} \def\startstreamx{1} \def\startstreamy{1} \def\initial has_external_tag {6} \def\initialheight{4} \def\choicea{.9} \begin{ has_external_tag }[scale=.5] \draw[very thick] (\startstreamx,-\startstreamy-\initialheight) -- (\startstreamx,-\startstreamy) -- (\startstreamx+\initial has_external_tag ,-\startstreamy) -- (\startstreamx+\initial has_external_tag ,-\startstreamy-\initialheight); \draw[very thick] (\startstreamx+\initial has_external_tag ,-\startstreamy-\initialheight) to [out=-90, in=180] (\startstreamx+\initial has_external_tag +1,-\startstreamy-\initialheight-1); \draw[very thick] (\startstreamx+\initial has_external_tag -\choicea*\initial has_external_tag ,-\startstreamy-\initialheight) to [out=-90, in=180] (\startstreamx+\initial has_external_tag +1,-\startstreamy-\initialheight-1-\choicea*\initial has_external_tag ); \draw[very thick] (\startstreamx,-\startstreamy-\initialheight) to (\startstreamx,-\startstreamy-\initialheight-1-\choicea*\initial has_external_tag ); \draw[very thick] (\startstreamx+\initial has_external_tag -\choicea*\initial has_external_tag ,-\startstreamy-\initialheight) to (\startstreamx+\initial has_external_tag -\choicea*\initial has_external_tag ,-\startstreamy-\initialheight-1-\choicea*\initial has_external_tag ); \end{ has_external_tag } \end{document} one could add now another such  has_external_tag  snippet with the inital x and y and  has_external_tag  values set to the end of the remaining (downwards) stream and again branch something off to the right.",How to draw a Sankey Diagram using TikZ,4,20,88821.0,3745.0,2012-01-05 17:30:51,<tikz-pgf><diagrams>,,1,4836
245,40720,107,17574,i know latex is used a lot in academia to format papers and dissertations. how is latex used in industry and what are some  has_external_tag ? i am wondering whether knowing  has_external_tag  will give me a leverage when applying to jobs.,LaTeX in Industry,17,12,40728.0,10461.0,2012-01-11 05:46:24,<latex-project>,,1,234
246,40760,102,4614,"i am putting together a large document and my  has_external_tag  is unwieldly and disorganised. what order does it make sense to load  has_external_tag . obviously,  has_external_tag  goes last, apart from things that have to go after  has_external_tag . i tend to load font  has_external_tag  first, as they seem like a big global change. what other categories should i arrange my  has_external_tag  around? are there other  has_external_tag  where load order is important? should i keep other commands close to the  has_external_tag  they relate to? e.g. should i keep my bibliography  has_external_tag  commands near my \usepackage{ has_external_tag } call?",Best practice on organising your preamble,5,3,40785.0,215.0,2012-01-11 15:05:17,<best-practices><preamble>,,1,610
247,40775,56,3002,"i have been using latex for a long time now, but still all my document  has_external_tag  look a bit messy. now i want to get rid of this bad habit and get some order into my  has_external_tag . that is why i am wondering whether there are any coding style guidelines for latex. not necessarily anything official. it could for example make recommendations on how to format your  has_external_tag  with respect to: setting  has_external_tag  in the text/ has_external_tag  whether to highlight sections/subsections etc. by some  has_external_tag  how to indent environements how to organize your  has_external_tag  to make it readable etc.  has_external_tag  nothing as such exists (yet), it would be great  has_external_tag  you could just post how you do it  has_external_tag  you think your  has_external_tag  looks rather nice.",Are there any coding style guidelines for LaTeX?,3,2,40782.0,1183.0,2012-01-11 16:47:11,<best-practices><code>,,1,820
248,41116,56,5324,"i've read that latex can be used also for presentation, and that there are  has_external_tag  to make  has_external_tag   has_external_tag . but i'm wondering: since latex is a typographic language made to separate content from style, and being  has_external_tag  a format designed for  has_external_tag ; what are this presentation  has_external_tag  meant for? maybe i'm thinking to the wrong type of presentation? what's the reason for using latex for this task? update: i'm asking this because i'm about to start making a presentation, and yes, i'd prefer getting out from  has_external_tag ; i like  has_external_tag   has_external_tag  and i was wondering  has_external_tag  it's possible to create a sort of  has_external_tag ial  has_external_tag  (just to give the idea), or anyway something of platform-independent. but i find  has_external_tag  too static for this purpose (maybe it's just a personal feeling).",Advantage of LaTeX presentations?,9,7,41117.0,10589.0,2012-01-14 23:54:17,<beamer><presentations><powerdot>,,1,822
